Course Code,Course Title,Units,Terms Offered,Description
EL ENG W241B,advanc digit integr circuit,3 Units,"Terms offered: Spring 2017, Spring 2016, Spring 2015",analysi design mo bipolar integr circuit circuit level fabric process devic characterist parasit effect static dynam digit circuit logic memori function calcul speed power consumpt layout fabric paramet rom ram eeprom circuit design use spice comput aid
EL ENG 242A,integr circuit commun,4 Units,"Terms offered: Fall 2023, Spring 2023, Spring 2022",analysi design electron circuit commun system emphasi integr circuit wireless commun system analysi nois distort amplifi applic radio receiv design power amplifi design applic wireless radio transmitt mixer oscil loop modul demodul
EL ENG 242B,advanc integr circuit commun,3 Units,"Terms offered: Fall 2020, Fall 2014",analysi evalu design integr circuit commun applic particularli nonlinear respons must includ mo bipolar bicmo circuit audio video power amplifi optimum perform oscil circuit loop ic analog multipli oscil advanc compon telecommun circuit use new
EL ENG W242A,integr circuit commun,4 Units,"Terms offered: Spring 2020, Spring 2019, Spring 2018",analysi design electron circuit commun system emphasi integr circuit wireless commun system analysi nois distort amplifi applic radio receiv design power amplifi design applic wireless radio transmitt mixer oscil loop modul demodul
EL ENG W242B,advanc integr circuit commun,3 Units,"Terms offered: Spring 2017, Spring 2016",analysi evalu design integr circuit commun applic particularli nonlinear respons must includ mo bipolar bicmo circuit audio video power amplifi optimum perform oscil circuit loop ic analog multipli oscil advanc compon telecommun circuit use
EL ENG 243,advanc ic process layout,3 Units,"Terms offered: Spring 2014, Spring 2012, Spring 2011",the key process fabric integr circuit optic lithographi ion implant oxid diffus thin film deposit wet dri etch ion mill effect phase defect equilibria process control
EL ENG 244,fundament algorithm system model analysi optim,4 Units,"Terms offered: Fall 2016, Fall 2015, Fall 2014",the model analysi optim complex system requir rang algorithm design softwar thi cours review fundament techniqu underli design methodolog complex system use integr circuit design exampl topic includ design flow discret continu model algorithm strategi implement algorithm effici correctli softwar laboratori assign class
EL ENG W244,fundament algorithm system model analysi optim,4 Units,Terms offered: Fall 2015,the model analysi optim complex system requir rang algorithm design tool thi cours review fundament techniqu underli design methodolog complex system use integr circuit design exampl topic includ design flow discret continu model algorithm strategi implement algorithm effici correctli softwar
EL ENG C246,parametr optim design mem,3 Units,"Terms offered: Spring 2013, Spring 2012, Spring 2011",parametr design optim design mem emphasi design fabric analyt solut mem design problem determin dimens mem structur specifi function variou perform requir despit conflict design requir structur includ flexur system acceleromet rate sensor
EL ENG 247A,introduct microelectromechan system mem,3 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi cours teach fundament micromachin microfabr techniqu includ planar process technolog photolithograph techniqu deposit etch techniqu technolog central mem fabric it pay special attent teach fundament necessari design analysi devic system mechan electr fluidic thermal domain
EL ENG C247B,introduct mem design,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022, Spring 2021, Spring 2020",physic fabric design system mem micro nanofabr process includ silicon surfac bulk micromachin micromachin integr strategi assembl process microsensor microactu devic electrostat piezoresist piezoelectr thermal magnet transduct electron circuit electr mechan
EL ENG W247B,introduct mem design,4 Units,Terms offered: Prior to 2007,physic fabric design micro electromechan system mem micro process includ silicon surfac bulk micromachin micromachin integr strategi assembl process microsensor microactu devic electrostat piezoresist piezoelectr thermal magnet transduct electron circuit electr mechan nois cad mem design project
EL ENG 248C,numer model analysi nonlinear system nois,4 Units,Terms offered: Prior to 2007,numer model analysi techniqu wide use scientif
EL ENG C249A,introduct embed system,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi cours introduc student basic model analysi tool control embed system oper real time student learn combin physic process comput topic includ model comput control analysi verif interfac physic world map platform distribut embed system the cours strong laboratori compon emphasi sequenc
EL ENG C261,medic imag signal system,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",biomed imag clinic import applic engin appli mathemat physic medicin in cours appli linear system theori basic physic analyz imag computer tomographi nuclear medicin mri we cover basic physic instrument character medic imag ideal imag blur impuls respons thi materi could prepar student
EL ENG 290,advanc topic electr engin,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290A,advanc topic electr engin advanc topic design,1 - 3 Units,"Terms offered: Spring 2016, Spring 2015, Fall 2014",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290B,advanc topic electr engin advanc topic solid state devic,1 - 3 Units,"Terms offered: Spring 2021, Spring 2020, Spring 2019",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290C,advanc topic electr engin advanc topic circuit design,1 - 3 Units,"Terms offered: Spring 2019, Fall 2018, Spring 2018",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290D,advanc topic electr engin advanc topic semiconductor technolog,1 - 3 Units,"Terms offered: Spring 2021, Fall 2014, Fall 2013",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290F,advanc topic electr engin advanc topic photon,1 - 3 Units,"Terms offered: Spring 2014, Fall 2013, Fall 2012",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290G,advanc topic electr engin advanc topic mem microsensor microactu,1 - 3 Units,"Terms offered: Fall 2017, Fall 2016, Spring 2002",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290N,advanc topic electr engin advanc topic system theori,1 - 3 Units,"Terms offered: Fall 2018, Fall 2017, Fall 2015",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290O,advanc topic electr engin advanc topic control,1 - 3 Units,"Terms offered: Spring 2019, Fall 2018, Fall 2017",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290P,advanc topic electr engin advanc topic bioelectron,1 - 3 Units,"Terms offered: Spring 2019, Spring 2018, Fall 2017",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290Q,advanc topic electr engin advanc topic commun network,1 - 3 Units,"Terms offered: Spring 2017, Spring 2016, Fall 2014",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290S,advanc topic electr engin advanc topic commun inform theori,1 - 3 Units,"Terms offered: Fall 2018, Fall 2016, Fall 2009",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG 290T,advanc topic electr engin advanc topic signal process,1 - 3 Units,"Terms offered: Fall 2018, Fall 2017, Fall 2016",the cours cover current topic research interest electr engin the cours content may vari semest semest
EL ENG W290C,advanc topic circuit design,3 Units,Terms offered: Prior to 2007,cours present perspect one specif domain integr circuit design most often address applic space becom particularli relev recent time exampl serial link ultra design wireless transceiv design etc
EL ENG 290Y,advanc topic electr engin organ materi electron,3 Units,"Terms offered: Spring 2014, Spring 2013, Fall 2009",organ materi see increas applic electron applic thi cours provid overview properti major class organ materi relev electron student studi technolog physic chemistri use three rapidli grow major applic energi devic fuel cell photovolta organ diod organ
EL ENG C291,control optim distribut paramet system,3 Units,"Terms offered: Fall 2017, Spring 2016, Spring 2015, Spring 2014",distribut system pde model physic phenomena propag wave network traffic water distribut fluid mechan electromagnet blood vessel beam road pavement structur fundament solut method pde separ variabl solut characterist numer method spectral method stabil analysi optim lyapunov stabil differenti
EL ENG C291E,hybrid system intellig control,3 Units,"Terms offered: Spring 2021, Spring 2020, Spring 2018",analysi hybrid system form interact continu time dynam control system model languag descript machin automata model verif control hybrid system convers logic control adapt neural system applic robot intellig vehicl highway system ivh
EL ENG 297,field studi electr engin,12 Units,"Terms offered: Fall 2023, Summer 2023 8 Week Session, Fall 2022",supervis experi compani relev specif aspect applic electr engin written report requir end semest
EL ENG 298,group studi seminar group research,1 - 4 Units,"Terms offered: Spring 2023, Spring 2022, Spring 2021",advanc studi variou subject special seminar topic select year inform group studi special problem group particip comprehens design problem group research complet problem analysi experiment
EL ENG 299,individu research,1 - 12 Units,"Terms offered: Summer 2023 10 Week Session, Spring 2023, Fall 2022",investig problem electr engin
EL ENG 375,teach techniqu electr engin,2 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",discuss effect teach techniqu use educ object altern form instruct proven techniqu enhanc student learn thi cours intend orient new student instructor effect teach cours offer depart electr engin comput scienc uc berkeley
EL ENG 602,individu studi doctor student,1 - 8 Units,"Terms offered: Fall 2016, Fall 2015, Fall 2014",individu studi consult major field advis intend provid opportun qualifi student prepar variou examin requir candid doctor degre
"ENE,RES 24",freshman seminar,1 Unit,"Terms offered: Fall 2015, Spring 2012, Spring 2011",the freshman seminar program design provid new student opportun explor intellectu topic faculti member set freshman seminar offer campu depart topic may vari depart depart semest semest
"ENE,RES 39A",freshman sophomor seminar complex system inform theori big data,2 Units,Terms offered: Fall 2016,freshman sophomor seminar offer lower divis student opportun explor intellectu topic faculti member group peer set these seminar offer campu depart topic vari depart depart semest semest enrol limit set faculti suggest limit
"ENE,RES 98",direct group studi lower divis student,1 - 4 Units,"Terms offered: Fall 2017, Fall 2016, Spring 2016",lectur small group discuss focus topic interest vari semest semest
"ENE,RES 99",supervis independ studi freshmen sophomor,1 - 4 Units,"Terms offered: Spring 2023, Spring 2022, Fall 2021",supervis research specif topic relat energi resourc
"ENE,RES C100",energi societi,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",energi sourc use impact introduct technolog polit econom environment effect energi contemporari societi energi energi intern perspect origin charact energi crisi
"ENE,RES W100",energi societi,4 Units,"Terms offered: Summer 2023 8 Week Session, Summer 2022 8 Week Session, Summer 2021 8 Week Session",energi sourc use impact introduct technolog polit econom environment effect energi contemporari societi energi energi intern perspect origin charact energi crisi
"ENE,RES 101",ecolog societi,3 Units,"Terms offered: Summer 2023 8 Week Session, Summer 2022 8 Week Session, Summer 2021 8 Week Session",thi cours introduc student mani way live intertwin ecosystem around us topic includ ecolog limit growth climat chang threat biodivers valu ecosystem good servic ecolog diseas ecotoxicolog evolut cooper ecosystem industri ecolog epistemolog ecolog
"ENE,RES 102",quantit aspect global environment problem,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",human disrupt biogeochem hydrolog cycl caus consequ climat chang acid deposit transport health impact pollut loss speci radioact environ quantit model understand environment problem
"ENE,RES C124",gender environ,4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours examin central gender intersection understand relat across time space dure first half semest student becom familiar key feminist theoret approach studi environment problem includ ecofemin feminist environment feminist critiqu scienc feminist polit ecolog queer ecolog in remaind
"ENE,RES 131",data environ societi,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi cours teach student build estim interpret model describ phenomena broad area energi environment student leav cours critic consum respons produc analysi the effort divid learn suit model predict tool includ linear model select method classif regress tree support
"ENE,RES C160",climat justic,4 Units,"Terms offered: Fall 2023, Fall 2022",climat chang transform world way
"ENE,RES 170",environment classic,3 Units,"Terms offered: Summer 2023 8 Week Session, Summer 2022 8 Week Session, Summer 2021 8 Week Session",what histori evolut environment think write usa how certain environment classic shape way think natur societi progress whi becom classic influenc environment thought polici what relev today thi cours includ substanti read assign
"ENE,RES 171",california water,3 Units,"Terms offered: Summer 2023 First 6 Week Session, Summer 2022 First 6 Week Session, Summer 2021 8 Week Session",the stori water develop california provid compel exampl water polit social environment consequ redistribut water relationship water use energi cours provid histor scientif legal institut econom background need understand social ecolog challeng provid
"ENE,RES W174",water sanit justic,3 Units,"Terms offered: Summer 2023 8 Week Session, Summer 2022 8 Week Session, Summer 2021 8 Week Session",thi cours explor mani manifest water sanit justic injustic interlock scale local nation transnat illustr analyt idea connect rang social process includ claim human right depriv exclus urban infrastructur develop privat land water we look variou
"ENE,RES 175",water develop,4 Units,"Terms offered: Spring 2016, Spring 2014, Spring 2013",thi cours introduc student water polici develop countri it cours motiv fact one billion peopl develop countri access safe drink water three billion sanit facil mani million small farmer reliabl water suppli ensur healthi crop read discuss cover problem water access use develop countri
"ENE,RES C176",climat chang econom,4 Units,"Terms offered: Fall 2023, Summer 2023 8 Week Session, Fall 2022",thi cours introduct econom climat chang climat chang caus larg varieti econom activ mani impact econom consequ economist studi climat chang two decad econom argument often power polici decis the cours familiar student argument equip tool particip
"ENE,RES 180",ecolog econom histor context,3 Units,Terms offered: Fall 2016,economist histori explor econom environment interact physic limit growth constitut good life econom justic assur yet economist continu use measur model simplifi issu promot bad outcom ecolog econom respond tension desir simplic multipl perspect need understand complex order move toward sustain fulfil
"ENE,RES 190",seminar energi resourc issu,3 Units,"Terms offered: Summer 2020 8 Week Session, Spring 2019, Summer 2018 Second 6 Week Session",critic cross disciplinari analysi specif issu gener problem peopl interact environment resourc system more one section may given semest differ topic depend faculti student interest
"ENE,RES 190B",energi environment issu,4 Units,"Terms offered: Spring 2022, Spring 2021",critic analysi specif issu gener problem peopl interact environment resourc system thi cours teach student build estim interpret model describ phenomena broad area energi environment more one section may given semest differ topic depend faculti student interest
"ENE,RES 190C",energi environment issu,4 Units,"Terms offered: Fall 2020, Fall 2018",critic analysi specif issu gener problem peopl interact environment resourc system thi cours teach student build estim interpret model describ phenomena broad area energi environment more one section may given semest differ topic depend faculti student interest
"ENE,RES C192",busi sustain societi,3 Units,"Terms offered: Summer 2022 8 Week Session, Summer 2021 8 Week Session",as corpor grown influenc concern impact peopl planet also grown push sustain corpor social respons wider impact busi spotlight thi cours focus busi ethic suppli chain resourc constraint labor issu innov environment extern well intern challeng competit pressur extern stakehold
"ENE,RES 198",direct group studi advanc undergradu,1 - 4 Units,"Terms offered: Fall 2020, Fall 2019, Spring 2016",group studi select topic
"ENE,RES 199",supervis independ studi research,1 - 4 Units,"Terms offered: Fall 2023, Spring 2023, Summer 2022 8 Week Session",individu confer
"ENE,RES 199S",sponsor project undergradu research spur,1 - 4 Units,Terms offered: Not yet offered,the sponsor project undergradu research spur program help student get involv research project world renown faculti staff research rausser colleg natur resourc
"ENE,RES C200",energi societi,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",energi sourc use impact introduct technolog polit econom environment effect energi contemporari societi energi energi intern perspect origin charact energi crisi
"ENE,RES W200",energi societi,4 Units,"Terms offered: Summer 2023 8 Week Session, Summer 2022 8 Week Session, Summer 2021 8 Week Session, Fall 2020",energi sourc use impact introduct technolog polit econom environment effect energi contemporari societi energi energi intern perspect origin charact energi crisi
"ENE,RES C202",model ecolog meteorolog phenomena,3 Units,"Terms offered: Fall 2015, Fall 2014, Fall 2013",model method ecolog meteorolog stabil analysi effect anthropogen stress natur system offer altern year
"ENE,RES C205",quantit method ecolog environment model,3 Units,"Terms offered: Fall 2015, Fall 2013, Fall 2012, Fall 2011, Fall 2009",thi cours review background mathemat statist tool necessari student interest pursu ecolog environment model topic includ linear algebra differ equat ordinari differenti equat partial differenti equat model stochast process paramet estim number statist techniqu thi cours recommend prerequisit advanc
"ENE,RES C221",climat energi develop,3 Units,"Terms offered: Fall 2019, Fall 2018, Fall 2017",graduat seminar examin role energi scienc technolog polici
"ENE,RES C223",agrarian question,4 Units,Terms offered: Spring 2024,the seminar offer introduct interdisciplinari field critic agrarian food studi bring togeth marxian agrarian polit economi histor polit sociolog postcoloni subaltern studi post structur feminist theori critic develop studi polit ecolog student come class genealog understand key debat emerg issu field our goal think theoret
"ENE,RES C226",photovolta materi modern technolog context grow renew energi market,3 Units,"Terms offered: Fall 2015, Spring 2013, Spring 2011",thi technic cours focus fundament photovolta energi convers respect physic princip oper design effici semiconductor solar cell devic thi cours aim equip student concept analyt skill necessari assess util viabil variou modern photovolta technolog context grow global renew energi market
"ENE,RES 254",electr power system,4 Units,"Terms offered: Spring 2023, Spring 2020, Spring 2019",provid understand concept design oper electr power system includ gener transmiss consumpt cover basic electromechan physic reactiv power circuit load analysi reliabl plan dispatch organiz design regul environ effici new technolog
"ENE,RES C266",polit ecolog climat chang adapt,3 Units,Terms offered: Fall 2023,as climat crisi escal mitig effort stagnat adapt come forefront public debat fund prioriti thi cours explor vari polit ecolog climat chang adapt by draw polit ecolog cours includ foundat emerg scholarship explor climat chang adapt shape shape materi impact climat chang polit economi
"ENE,RES 270",environment classic,3 Units,"Terms offered: Fall 2013, Fall 2011, Fall 2009",motiv what histori evolut environment think write how certain environment classic shape way think natur societi develop thi cours use select book paper major impact academ wider public think environ develop probe issu the select includ work commentari
"ENE,RES C271",energi develop,3 Units,Terms offered: Spring 2016,thi advanc graduat seminar examin theoret frame model use examin linkag energi develop impact one
"ENE,RES 273",research method social scienc,3 Units,"Terms offered: Fall 2023, Fall 2021, Fall 2019",thi cours aim introduc graduat student rich divers research method social scientist develop empir aspect work it primari goal encourag critic think research process know match research method research question design conduct collect assum explicitli implicitli ethic dilemma
"ENE,RES 275",water develop,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi class interdisciplinari graduat seminar student water polici develop countri it seminar theori practic develop len water rather seminar motiv fact billion peopl develop countri access safe drink water billion sanit facil mani million small farmer reliabl water
"ENE,RES 276",climat chang econom,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi cours introduct econom climat chang climat chang caus larg varieti econom activ mani impact econom consequ economist studi climat chang two decad econom argument often power polici decis the cours familiar student argument equip tool particip discuss
"ENE,RES 280",energi econom,3 Units,"Terms offered: Fall 2016, Fall 2015, Spring 2015",cost benefit analysi appli energi exhaust theori econom energi suppli pattern energi use energi conserv effect energi polici suppli demand project futur energi resourc suppli use
"ENE,RES 290",seminar energi resourc,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",graduat student present discuss advanc topic energi resourc specif topic vari accord faculti student interest
"ENE,RES 290A",seminar energi resourc,3 Units,"Terms offered: Fall 2021, Spring 2021, Fall 2020",graduat student present discuss advanc topic energi resourc specif topic vari accord faculti student interest
"ENE,RES 291",special topic energi resourc,1 - 3 Units,"Terms offered: Fall 2016, Spring 2012, Spring 2011",studi critic analysi advanc topic energi resourc use interdisciplonari approach specif topic vari accord faculti student interest
"ENE,RES 292A",tool trade,2 Units,"Terms offered: Fall 2018, Fall 2017, Fall 2016",quantit method energi resourc analysi topic includ linear algebra differenti equat statist method chemic equilibrium theori thermodynam
"ENE,RES 293A",master seminar i interdisciplinari analysi environ,3 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",ener first requir seminar erg master sequenc it provid intellectu practic orient energi resourc group make us erg it understand interdisciplinari approach class class erg commun scholar research activ engag academ research polici design engag civil societi ener provid
"ENE,RES 293B",master seminar ii method interdisciplinari analysi,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi second semest ener sequenc erg master degre student the primari purpos sequenc support student process independ interdisciplinari research ener design help student learn identifi develop tractabl impact interdisciplinari research project
"ENE,RES 293C",master seminar iii master project develop interdisciplinari analysi part,3 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi third semest erg master seminar seri thi semest shift focu intellectu explor design execut master project while student may alreadi start project summer research fieldwork experi other may start fresh thi semest design meet student wherev process develop research it also focu
"ENE,RES 293D",master seminar iv master project develop interdisciplinari analysi part ii,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",requir open energi resourc master degre student topic includ structur write research paper craft deliv clear engag present master project support classmat goal profession develop in addit session student work small group throughout semest conduct individu profession
"ENE,RES 295",special topic energi resourc,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",present research energi issu faculti student visit lectur master degre student requir enrol two semest
"ENE,RES 296",doctor seminar,2 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",lectur report discuss current research energi resourc particular emphasi topic research interest current student energi resourc group
"ENE,RES 298",doctor seminar,2 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",lectur report discuss current research energi resourc section oper independ direct differ staff
"ENE,RES 298N",direct group studi,1 - 3 Units,"Terms offered: Fall 2016, Spring 2016, Fall 2015",inform group studi special problem energi resourc
"ENE,RES 299",individu research energi resourc,1 - 12 Units,"Terms offered: Spring 2024, Fall 2023, Summer 2023 10 Week Session",investig problem energi resourc interdisciplinari perspect
"ENE,RES 301",graduat student instructor practicum,3 Units,"Terms offered: Spring 2013, Fall 2012, Spring 2012",cours credit experi gain academ teach employ graduat student instructor
ENGIN 1,engin your life skill leadership discoveri servic,1 Unit,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours provid framework engin empow life leadership discoveri servic the class focus develop self emot intellig strateg think problem solv teamwork divers servic learn skill includ develop understand uniqu strength debunk impost syndrom creat plan action set goal give receiv assess
ENGIN 7,introduct comput program scientist engin,4 Units,"Terms offered: Spring 2024, Fall 2023, Summer 2023 10 Week Session",element procedur program induct iter recurs real function comput engin analysi introduct data structur repres exampl drawn mathemat scienc engin the cours use matlab program languag sponsor depart civil environment engin mechan engin
ENGIN W7,introduct comput program scientist engin,4 Units,"Terms offered: Summer 2021 10 Week Session, Summer 2016 10 Week Session, Summer 2015 10 Week Session",element procedur program induct iter recurs real function comput engin analysi introduct data structur repres exampl drawn mathemat scienc engin the cours use matlab program languag
ENGIN 11,a introduct radiat detect get know radioact world,3 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",introduct basic concept radiat detect radioact electr circuit data analyt lectur provid theoret foundat work perform accompani laboratori the cours contain three section introduct radiat interact matter radiat detect technolog develop tool mathemat comput need analyz variou type
ENGIN 24,freshman seminar,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",the berkeley seminar program design provid student opportun explor intellectu topic faculti member small seminar set berkeley seminar offer colleg depart topic vari depart depart semest semest
ENGIN 25,visual design,2 Units,"Terms offered: Fall 2020, Spring 2020, Fall 2019",develop visual skill engin design sketch tool design commun present geometri engin draw thi cours introduc use cad comput workstat major graphic analysi design tool a group design project requir teamwork effect commun emphas
ENGIN 26,model design,2 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",model engin design thi cours emphas use cad comput workstat major graphic analysi design tool student develop design skill practic appli skill a group design project design fabric print tower rotor requir creativ teamwork effect commun emphas
ENGIN 27,introduct manufactur toleranc,2 Units,"Terms offered: Summer 2021 10 Week Session, Fall 2020, Summer 2020 10 Week Session",geometr dimens toleranc gd t toler analysi fabric fundament manufactur process metal cut weld join cast mold layer manufactur
ENGIN 29,manufactur design commun,4 Units,"Terms offered: Spring 2024, Fall 2023, Summer 2023 10 Week Session",an introduct manufactur process technolog way dimension requir manufactur object precis commun especi graphic mean fundament cut cast mold addit manufactur join process introduc geometr dimens toleranc gd t toler analysi fabric concept process variabl metrolog
ENGIN 39B,seminar,1.5 - 4 Units,"Terms offered: Spring 2010, Spring 2009, Spring 2008",freshman sophomor seminar offer lower divis student opportun explor intellectu topic faculti member group peer set these seminar offer campu depart topic vari depart depart semest semest enrol limit set faculti suggest limit
ENGIN 39E,seminar,1.5 - 4 Units,"Terms offered: Spring 2010, Spring 2009, Spring 2008",freshman sophomor seminar offer lower divis student opportun explor intellectu topic faculti member group peer set these seminar offer campu depart topic vari depart depart semest semest enrol limit set faculti suggest limit
ENGIN 39F,seminar,1.5 - 4 Units,Terms offered: Fall 2010,freshman sophomor seminar offer lower divis student opportun explor intellectu topic faculti member group peer set these seminar offer campu depart topic vari depart depart semest semest enrol limit set faculti suggest limit
ENGIN 40,engin thermodynam,4 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",fundament law thermodynam simpl substanc applic flow process nonreact mixtur statist thermodynam ideal gase crystallin solid chemic materi thermodynam multiphas multicompon equilibria react system electrochemistri sponsor depart materi scienc engin nuclear engin
ENGIN 47,supplementari work lower divis engin,1 - 3 Units,"Terms offered: Spring 2022, Fall 2016, Fall 2012",may taken permiss dean colleg engin student partial credit lower divis engin cours may complet work head
ENGIN 92,perspect engin,1 Unit,"Terms offered: Fall 2023, Fall 2022, Fall 2021",thi seri lectur provid student especi undeclar engin student inform variou engin disciplin guid toward choic major lectur describ research activ made career choic indic futur opportun recommend engin scienc student requir engin undeclar student
ENGIN 93,energi engin seminar,1 Unit,"Terms offered: Fall 2023, Fall 2022, Fall 2021",weekli seminar differ speaker topic the goal expos student broad rang energi issu
ENGIN 98,direct group studi lower divis undergradu,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",seminar group studi select topic vari year year intend student lower divis
ENGIN 117,method engin analysi,3 Units,"Terms offered: Fall 2023, Fall 2019, Fall 2017",method theoret engin analysi techniqu analyz partial differenti equat use special function relat engin system sponsor depart mechan engin
ENGIN 120,principl engin econom,3 Units,"Terms offered: Fall 2023, Fall 2022, Spring 2022",econom analysi engin decis make capit flow effect time interest rate differ method evalu altern life replac analysi depreci tax uncertainti prefer risk decis analysi capit sourc effect econom studi
ENGIN 125,ethic engin societi,3 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",how engin analyz resolv ethic issu inher engin thi cours provid introduct theori concept method human social scienc appli ethic problem engin assign incorpor group independ research design provid student opportun contribut novel find emerg field engin ethic
ENGIN 128,advanc engin design graphic,3 Units,"Terms offered: Fall 2023, Fall 2022, Fall 2021",advanc graphic tool engin design parametr solid model assembl model present use comput anim multimedia techniqu
ENGIN 147,supplementari work upper divis engin,1 - 3 Units,"Terms offered: Fall 2016, Fall 2015, Spring 2015",may taken permiss dean colleg engin student partial credit upper divis engin cours may complet work head
ENGIN 150,basic model simul tool industri research applic,4 Units,"Terms offered: Fall 2021, Fall 2019, Fall 1997",the cours emphas elementari model numer method implement physic problem motiv phenomena student like encount career involv biomechan structur analysi control theori electr conduct diffus etc thi help student develop intuit strength weak varieti model numer method well
ENGIN 151,model simul infecti diseas,3 Units,Terms offered: Prior to 2007,the cours emphas elementari model numer method implement physic problem motiv phenomena involv variou aspect infect diseas thi cours broken five part part simul infect zone respiratori emiss part simul viral decontamin efficaci uv irradi part comput framework simul global pandem
ENGIN 157AC,engin the environ societi,4 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",thi cours engag student intersect environment justic social justic engin explor problem commonli defin technic term root deepli social embed through partnership organ student train recogn natur technic problem may approach solut way priorit social justic topic
ENGIN 177,advanc program matlab,3 Units,"Terms offered: Spring 2017, Spring 2015, Spring 2014",the cours build understand demonstr engin use provid experi program well expos practic knowledg advanc featur avail matlab the cours begin brief review basic matlab featur quickli move class organ function the introduc concept reinforc examin advanc graphic featur matlab the materi
ENGIN 178,statist data scienc engin,4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours provid foundat data scienc emphasi applic statist machin learn engin problem the cours combin theoret topic probabl statist infer practic method solv problem code each topic demonstr exampl engin these includ hypothesi test princip compon analysi cluster linear regress time seri analysi
ENGIN 180,prepar field job futur,3 Units,Terms offered: Spring 2018,the cours concern give student tool prepar field job futur
ENGIN 183,special topic technolog innov entrepreneurship,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours explor variou topic around technolog innov entrepreneurship topic vari semest
ENGIN 183A,richard newton lectur seri,1 Unit,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi lectur seri serv entri point undergradu graduat curriculum sequenc entrepreneurship innov the seri establish name honor richard newton visionari technolog industri leader late dean univers california berkeley colleg engin the cours featur select industri speaker share insight industri develop leadership
ENGIN 183B,berkeley method entrepreneurship bootcamp,2 Units,"Terms offered: Spring 2024, Fall 2023, Summer 2023 Second 6 Week Session",thi cours offer opportun understand berkeley method entrepreneurship bme intens format the bme curriculum convey latest approach train global technolog entrepreneur thi method leverag insight strategi tactic cultur psycholog accompani entrepreneuri infrastructur the curriculum structur provid optim global entrepreneurship experi
ENGIN 183C,challeng lab,4 Units,"Terms offered: Spring 2024, Fall 2023, Summer 2023 Second 6 Week Session",thi cours meant student engin disciplin seek challeng interact learn experi entrepreneurship technolog in highli experienti cours student work simul team creat product idea address need industri partner social challeng
ENGIN 183D,product manag,3 Units,"Terms offered: Spring 2024, Spring 2023, Fall 2022",too often enamor brilliant idea skip import part build product consum want use preciou time effort wast engin perfect product launch user thi cours teach product manag skill attribut great product manag reduc risk cost acceler time market product life cycl stakehold manag effect develop
